"nci_id","nct_id","official_title","inclusion_indicaInclusionor","description","Text","Boolean","" 
"NCI-2014-01047","NCT02143414","A Phase II Study of Blinatumomab and POMP (Prednisone, Vincristine, Methotrexate, 6-Mercaptopurine) for Patients >/= 65 Years of Age with Newly Diagnosed Philadelphia-Chromosome Negative (Ph-) Acute Lymphoblastic Leukemia (ALL) and of Dasatinib, Prednisone and Blinatumomab for Patients >/= 65 Years of Age with Newly Diagnosed Philadelphia-Chromosome Positive (Ph+) ALL, Relapsed/Refractory Philadelphia-Chromosome Postive (Ph+) ALL, and Philadelphia-Chromosome-Like Signature (Ph-Like) ALL with Known or Presumed Activating Dastinib-Sensitive Mutations or Kinase Fusions (DSMKF)","Inclusion","Patients known to be positive for HIV (the human immunodeficiency virus) may be eligible, providing they meet the following additional criteria within 28 days prior to registration:  * No history of acquired immune deficiency syndrome (AIDS)-defining conditions  * CD4 cells > 350 cells/mm^3  * If on antiretroviral agents, must not include zidovudine or stavudine  * Viral load =< 50 copies HIV messenger ribonucleic acid (mRNA)/mm^3 if on combination antiretroviral therapy (cART) or =< 25,000 copies HIV mRNA/mm^3 if not on cART  * Highly active antiretroviral therapy (HAART) regimens are acceptable providing they have only weak P450A4 interactions","HIV=NO OR HIV=Unknown OR (HIV=YES AND AIDS=NO AND  CD4> 350 {cells}/mm3 AND HAART=NO AND Viral Load<=25000 {copies}/mm3) OR (HIV=YES AND AIDS=NO AND CD4> 350 {cells/mm3 AND HAART=YES AND Zidovudine=NO AND Stavudine= NO AND Viral Load<=50 {copies}/mm3)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C2851=NO AND  C103810> 350 {cells}/mm3 AND C94631=NO AND C92544<=25000 {copies}/mm3) OR (C15175=YES AND C2851=NO AND C103810> 350 {cells/mm3 AND C94631=YES AND C947=NO AND C1428= NO AND C92544<=50 {copies}/mm3)","c15175:affirmed;c15175:affirmed;c2851:affirmed;:affirmed;measurement:affirmed;measurement:affirmed;c94631:affirmed;c947:affirmed;c1428:affirmed;c92544:affirmed;measurement:affirmed;c15175:affirmed;measurement:affirmed;c94631:affirmed;c15175:affirmed;c94631:affirmed;c63350:affirmed;"
"NCI-2014-01072","NCT02179086","Randomized Phase II Trial of Hypofractionated Dose-Escalated Photon IMRT or Proton Beam Therapy versus Conventional Photon Irradiation with Concomitant and Adjuvant Temozolomide in Patients with Newly Diagnosed Glioblastoma","Exclusion","Severe, active co-morbidity, defined as follows:   * Acquired immune deficiency syndrome (AIDS) based upon current Centers for Disease Control and Prevention (CDC) definition; note, however, that human immunodeficiency virus (HIV) testing is not required for entry into this protocol  ","(HIV=NO OR HIV=Unknown) AND AIDS=NO","(C15175=NO OR C15175=C17998) AND C2851=NO","c2851:affirmed;c15175:affirmed;c15175:affirmed;"
"NCI-2014-01106","NCT02152995","A Phase 2 Study of Trametinib in Combination with Radioiodine (RAI) for RAS Mutant or RAS/RAF Wild-Type, RAI-Refractory Recurrent and/or Metastatic Thyroid Cancers","Exclusion","Known human immunodeficiency virus (HIV), hepatitis B virus (HBV), or hepatitis C virus (HCV) infection (with the exception of chronic or cleared HBV and HCV infection, which will be allowed); patients with human immunodeficiency virus (HIV) are not eligible if on anti-retroviral medications  HIV-positive patients on combination antiretroviral therapy are ineligible","HIV=NO OR HIV=Unknown OR (HIV=YES AND HAART=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c141405:affirmed;c129452:affirmed;c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2014-01107","NCT02159989","Phase I Study of MLN0128 (TAK-228) (NSC# 768435) in Combination with Ziv-Aflibercept (NSC# 724770) in Patients with Advanced Cancers","Exclusion","Patients with human immunodeficiency virus (HIV) will not be denied an opportunity to participate in this clinical trial, if they have adequate cluster of differentiation (CD)4 counts (> 250 CD4+ T lymphocytes/uL) and would be able to be maintained on an antiretroviral combination without pronounced effects on cytochrome (CYP)3A4, 2C9, or 2C19","{(HIV=NO) OR (HIV=Y AND HAART=NO AND  CD4>250 cells/mm3) AND (HIV=Y AND HAART=Y AND  CD4>250 cells/mm3)}","{(C15175=NO) OR (C15175=Y AND C94631=NO AND  C103810>250 cells/mm3) AND (C15175=Y AND C94631=Y AND  C103810>250 cells/mm3)}","c15175:affirmed;c15175:affirmed;measurement:affirmed;:affirmed;c94631:affirmed;"
"NCI-2014-01118","NCT02142803","A Phase 1 Study of MLN0128 and Bevacizumab in Patients with Recurrent Glioblastoma and Other Solid Tumors","Exclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible; if an HIV-positive patient has adequate cluster of differentiation (CD4) counts (CD4 above the lower limit of institutional normal) and is on antiretroviral therapy with newer agents, which are not strong cytochrome (CYP) inhibitors, they will be eligible","HIV=NO OR HIV=Unknown OR (HIV=YES AND HAART=NO) OR (HIV=YES AND HAART=YES AND  CD4>C25555 {cells}/mm3)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO) OR (C15175=YES AND C94631=YES AND  C103810>C25555 {cells}/mm3)","c15175:affirmed;c15175:affirmed;c94631:affirmed;:affirmed;:affirmed;c94631:affirmed;"
"NCI-2014-01222","NCT02304458","A Phase 1/2 Study of Nivolumab in Children, Adolescents, and Young Adults with Recurrent or Refractory Solid Tumors as a Single Agent and in Combination with Ipilimumab","Exclusion","Patients with known human immunodeficiency virus (HIV) or hepatitis B or C are excluded","HIV=NO OR HIV=Unknown","C15175=NO OR C15175=C17998","c15175:affirmed;c15175:affirmed;c141405:affirmed;"
"NCI-2014-01223","NCT02166463","A Randomized Phase 3 Study of Brentuximab Vedotin (SGN-35) for Newly Diagnosed High-Risk Classical Hodgkin Lymphoma (cHL) in Children and Young Adults","Exclusion","Patients known to be positive for human immunodeficiency virus (HIV) are not eligible","HIV=NO OR HIV=Unknown","C15175=NO OR C15175=C17998","c15175:affirmed;c15175:affirmed;"
"NCI-2014-01340","NCT02180867","Pazopanib Neoadjuvant Trial in Non-Rhabdomyosarcoma Soft Tissue Sarcomas (PAZNTIS): A Phase II/III Randomized Trial of Preoperative Chemoradiation or Preoperative Radiation plus or minus Pazopanib (NSC# 737754)","Exclusion","Human immunodeficiency virus (HIV)-positive subjects on combination antiretroviral therapy are ineligible","(HIV=NO) OR (HIV=Y AND HAART=NO)","(C15175=NO) OR (C15175=Y AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2014-01470","NCT02196181","A Randomized Phase II Trial of Intermittent versus Continuous Dosing of Dabrafenib (NSC-763760) and Trametinib (NSC-763093) in BRAF V600E/K Mutant Melanoma","Inclusion","Patients with known human immunodeficiency virus (HIV) may be eligible providing they meet the following additional criteria:  * Cluster of differentiation (CD)4 cells >= 500/uL  * Serum HIV viral load of < 25,000 IU/ml  * No current antiretroviral therapy  ** Tests must be obtained within 28 days prior to registration; patients who are HIV positive (+) and do not meet all of these criteria are not eligible for this study (HIV/hepatitis testing are not required for patients without known infection)","HIV=NO OR HIV=Unknown OR (HIV=YES AND  CD4>=500 {cells}/mm3 AND Viral Load<25000 {copies}/mm3 AND HAART=NO)                                          ","C15175=NO OR C15175=C17998 OR (C15175=YES AND  C103810>=500 {cells}/mm3 AND C92544<25000 {copies}/mm3 AND C94631=NO)                                          ","c15175:affirmed;c15175:affirmed;c15175:affirmed;c92544:affirmed;c94631:affirmed;c15175:affirmed;"
"NCI-2014-01497","NCT02270450","Prospective Comparative Effectiveness Trial for Malignant Bowel Obstruction","N/A","","","",""
"NCI-2014-01507","NCT02201992","A Randomized Phase III Trial for Surgically Resected Early Stage Non-small Cell Lung Cancer: Crizotinib versus Observation for Patients with Tumors Harboring the Anaplastic Lymphoma Kinase (ALK) Fusion Protein","N/A","","","",""
"NCI-2014-01508","NCT02193282","Randomized Study of Erlotinib vs Observation in Patients with Completely Resected Epidermal Growth Factor Receptor (EGFR) Mutant Non-small Cell Lung Cancer (NSCLC)","N/A","","","",""
"NCI-2014-01696","NCT02375204","A Randomized Phase III Trial Comparing Conventional-Dose Chemotherapy Using Paclitaxel, Ifosfamide, and Cisplatin (TIP) with High-Dose Chemotherapy Using Mobilizing Paclitaxel plus Ifosfamide Followed by High-Dose Carboplatin and Etoposide (TI-CE) as First Salvage Treatment in Relapsed or Refractory Germ Cell Tumors","Inclusion","Negative serology (antibody test) for the following infectious diseases:  * Human immunodeficiency virus (HIV) type 1 and 2  * Human T-cell leukemia virus (HTLV) type 1 and 2 (mandatory in United States [US] but optional in Canada and Europe)  * Hepatitis B surface antigen  * Hepatitis C antibody","HIV=NO OR HIV=Unknown","C15175=NO OR C15175=C17998","c15175:affirmed;c15175:affirmed;"
"NCI-2014-01747","NCT02224781","A Randomized Phase III Trial of Dabrafenib + Trametinib Followed by Ipilimumab + Nivolumab at Progression vs. Ipilimumab + Nivolumab Followed by Dabrafenib + Trametinib at Progression in Patients with Advanced BRAFV600 Mutant Melanoma","Inclusion","Individuals who are known to be human immunodeficiency virus (HIV) infected are eligible (note: HIV testing is not required for entry into the study)","HIV=NO OR HIV=Unknown OR HIV=YES","C15175=NO OR C15175=C17998 OR C15175=YES","c15175:affirmed;c15175:affirmed;c15175:affirmed;"
"NCI-2014-01754","NCT02203526","Phase 1 Study of Ibrutinib and Immuno-Chemotherapy Using Dose-Adjusted-Temozolomide, Etoposide, Doxil, Dexamethasone, Ibrutinib, Rituximab (DA-TEDDI-R) in Primary CNS Lymphoma","Exclusion","Human immunodeficiency virus (HIV) positive patients will be excluded with the exception of patients without CD4 depletion (i.e. above the institutional lower limit of normal) and who have no other acquired immune deficiency syndrome (AIDS)-related complications and who have Epstein-Barr virus (EBV) negative tumors; the number of patients in this category is expected to be very low and the principal investigator (PI) will decide their eligibility on a case by case basis","HIV=NO OR HIV=Unknown OR (HIV=YES AND  CD4>C25555 {cells}/mm3 AND AIDS-Related Disorder =NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND  C103810>C25555 {cells}/mm3 AND C4991=NO)","c15175:affirmed;c15175:affirmed;:affirmed;c25555:affirmed;c2851:affirmed;"
"NCI-2014-01810","NCT02364557","A Phase IIR/III Trial of  Standard of Care Therapy with or without Stereotactic Body Radiotherapy (SBRT) and/or Surgical Ablation for Newly Oligometastatic Breast Cancer","Exclusion","Human immunodeficiency virus (HIV) positive with cluster of differentiation (CD)4 count < 200 cells/microliter; note that patients who are HIV positive are eligible, provided they are under treatment with highly active antiretroviral therapy (HAART) and have a CD4 count >= 200 cells/microliter within 30 days prior to registration; note also that HIV testing is not required for eligibility for this protocol","HIV=NO OR HIV=Unknown OR (HIV=YES AND HAART=YES AND  CD4>=200 {cells}/mm3)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=YES AND  C103810>=200 {cells}/mm3)","c15175:affirmed;c15175:affirmed;measurement:affirmed;c15175:affirmed;c94631:affirmed;:affirmed;measurement:affirmed;c15175:affirmed;"
"NCI-2014-01820","NCT02445391","A Randomized Phase III Post-operative Trial of Platinum Based Chemotherapy vs. Capecitabine in Patients with Residual Triple-Negative Basal-Like Breast Cancer following Neoadjuvant Chemotherapy","N/A","","","",""
"NCI-2014-01927","NCT02243605","A Phase 2 Study of XL184 (Cabozantinib) in Treating Patients with Relapsed Osteosarcomas and Ewing Sarcomas","Exclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible","HIV=NO OR HIV=Unknown OR (HIV=YES AND HAART=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2014-01984","NCT02298959","A Phase 1 Trial of MK-3475 plus Ziv-Aflibercept in Patients with Advanced Solid Tumors","Exclusion","Patients who are human immunodeficiency virus (HIV) positive may participate if they meet the following eligibility requirements:  * They must be stable on their anti-retroviral regimen, and they must be healthy from an HIV perspective  * They must have a cluster of differentiation (CD)4 count of greater than 250 cells/mcL  * They must not be receiving prophylactic therapy for an opportunistic infection","HIV=NO OR HIV=Unknown OR (HIV=YES AND HAART=YES AND Healthy=YES AND CD4> 250 {cells}/mm3 AND Prevention and Treatment of Opportunistic Infection =NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=YES AND C115935=YES AND C103810> 250 {cells}/mm3 AND C15840=NO)","c15175:affirmed;c15175:affirmed;c115935:affirmed;c15175:affirmed;c3289:affirmed;"
"NCI-2014-02020","NCT02575794","Phase 1 Dose Escalation and Drug Distribution Study of Oral Terameprocol in Patients with Recurrent High Grade Glioma","Exclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible","HIV=NO OR HIV=Unknown OR (HIV=YES AND HAART=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2014-02056","NCT02437851","A Multicenter Observational and Feasibility Study of Excision of Superficially Invasive Squamous Cell Carcinoma (SISCCA) of the Anal Canal and Perianus in HIV-Infected Persons","Exclusion/Inclusion","EXCLUSION: Patients who are receiving any other investigational agents within 4 weeks prior to enrollment; investigational antiretroviral agents for HIV are acceptable  Patients who are receiving any other chronic (defined as more than 50% of the time in the last 6 months) systemic immunomodulatory agents or investigational agents within 4 weeks before randomization enrollment, other than investigational antiretroviral agents for HIV and investigational agents for hepatitis C  INCLUSION: HIV positive; HIV-1 infection, as documented by any federally approved, licensed HIV rapid test performed in conjunction with screening (or enzyme-linked immunosorbent assay [ELISA], test kit, and confirmed by Western blot or other approved test); alternatively, this documentation may include a record demonstrating that another physician has documented the participantâ€™s HIV status based on either: 1) approved diagnostic tests or 2) the referring physicianâ€™s written record that HIV infected was documented, with supporting information on the subjectâ€™s relevant medical history and/or current management of HIV infection","HIV=YES","C15175=YES","c94631:affirmed;c15175:affirmed;c63350:affirmed;c94631:affirmed;c15175:affirmed;c129452:affirmed;c15175:affirmed;c15175:affirmed;c15175:affirmed;c15175:affirmed;c15175:affirmed;"
"NCI-2014-02167","NCT02275533","Randomized Phase II Study to Assess the Role of Nivolumab as Single Agent to Eliminate Minimal Residual Disease and Maintain Remission in Acute Myelogenous Leukemia (AML) Patients After Chemotherapy (Remain Trial)","Exclusion","Patients with known history of testing positive for human immunodeficiency virus (HIV) or known acquired immunodeficiency syndrome (AIDS) might be enrolled if the viral load by PCR is undetectable with/without active treatment and absolute lymphocyte count >= 350/ul","HIV=NO OR HIV=Unknown OR (HIV=YES AND (AIDS=YES OR AIDS=NO) AND (Viral Load=0 {copies}/mm3 AND (HAART=YES OR HAART=NO) AND  CD4>=350 {cells}/mm3))","C15175=NO OR C15175=C17998 OR (C15175=YES AND (C2851=YES OR C2851=NO) AND (C92544=C111568 {copies}/mm3 AND (C94631=YES OR C94631=NO) AND  C103810>=350 {cells}/mm3))","c15175:affirmed;c15175:affirmed;c2851:affirmed;c92544:affirmed;c111568:affirmed;"
"NCI-2014-02197","NCT02281760","A Phase II Therapeutic Trial of the Use of Dabrafenib and Trametinib in Patients with BRAF V600E Mutation Positive Lesions in Erdheim Chester Disease","Exclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible","HIV=NO OR HIV=Unknown OR (HIV=YES AND HAART=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2014-02266","NCT02339740","A Phase III Study for Patients with Newly Diagnosed Acute Promyelocytic Leukemia (APL) Using Arsenic Trioxide and All-Trans Retinoic Acid","N/A","","","",""
"NCI-2014-02267","NCT02412670","A Prospective Phase II Trial of Neoadjuvant Systemic Chemotherapy Followed by Extirpative Surgery for Patients with High Grade Upper Tract Urothelial Carcinoma","Inclusion","Patients who are known to have human immunodeficiency virus (HIV) or are on combination antiretroviral therapy are ineligible","HIV=NO OR HIV=Unknown OR (HIV=YES AND HAART=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
